Race Name,Date,Location,Distance,Latitude,Longitude,OpenCage Note,Formatted,City/Town,Country,Country Code,Confidence Score,State,State Code,Continent
San Tan Scramble,"Jan 10, 2026","Queen Creek, AZ (USA)",50k,33.2483858,-111.634158,ok,"Queen Creek, Arizona, United States of America",,United States,us,6,Arizona,AZ,North America
Coldwater Rumble,"Jan 17, 2026","Goodyear, AZ (USA)",60k 100k 100mi,33.4674695,-112.3842224,ok,"Goodyear, Arizona, United States of America",Goodyear,United States,us,2,Arizona,AZ,North America
HURT 100,"Jan 17, 2026","Honolulu, HI (USA)",100mi,21.304547,-157.855676,ok,"Honolulu, Hawaii, United States of America",Honolulu,United States,us,4,Hawaii,HI,Oceania
Pemberton Trail,"Jan 24, 2026","Fountain Hills, AZ (USA)",50k,33.6117105,-111.717361,ok,"Fountain Hills, AZ 85268, United States of America",,United States,us,7,Arizona,AZ,North America
Saguaro Showdown,"Jan 24, 2026","Mesa, AZ (USA)",Backyard,33.4151005,-111.831455,ok,"Mesa, Arizona, United States of America",Mesa,United States,us,4,Arizona,AZ,North America
The Bootleg Boogie,"Jan 31, 2026","Boulder City, NV (USA)",50mi 100mi,35.9776606,-114.8377351,ok,"Boulder City, NV 89044, United States of America",,United States,us,3,Nevada,NV,North America
AZT Oracle Rumble,"Jan 31, 2026","Tucson, AZ (USA)",50k 50mi,32.2228765,-110.974847,ok,"Tucson, Arizona, United States of America",Tucson,United States,us,3,Arizona,AZ,North America
The Daydreamer,"Feb 7, 2026","Patagonia, AZ (USA)",50k,31.5402016,-110.753927,ok,"Patagonia, Santa Cruz County, AZ 85624, United States of America",,United States,us,7,Arizona,AZ,North America
Elephant Mountain,"Feb 7, 2026","Cave Creek, AZ (USA)",50k 50mi,33.8333333,-111.950833,ok,"Cave Creek, Maricopa County, AZ 85372, United States of America",,United States,us,6,Arizona,AZ,North America
Black Canyon Ultras,"Feb 14, 2026","Mayer, AZ (USA)",50k 100k,34.3978054,-112.236273,ok,"Mayer, Yavapai County, Arizona, United States of America",,United States,us,6,Arizona,AZ,North America
Jackpot Ultra Running Festival,"Feb 20, 2026","Henderson, NV (USA)",50mi 100k 100mi 100mi 6h 12h 24h 48h,36.0319843,-114.9822486,ok,"Henderson, Nevada, United States of America",Henderson,United States,us,4,Nevada,NV,North America
Turquoise Trail Ultra,"Feb 21, 2026","Cedar Crest, NM (USA)",52k,35.107553,-106.3734262,ok,"Cedar Crest, NM 87008, United States of America",,United States,us,7,New Mexico,NM,North America
La Jornada de las Quebradas,"Feb 21, 2026","Socorro, NM (USA)",53k,34.0572858,-106.8930799,ok,"Socorro, New Mexico, United States of America",Socorro,United States,us,7,New Mexico,NM,North America
Grandmaster Ultras,"Feb 27, 2026","Mesquite, NV (USA)",50k 50mi 100k 100mi,36.8035642,-114.067141,ok,"Mesquite, Nevada, United States of America",,United States,us,6,Nevada,NV,North America
Copper Corridor,"Feb 28, 2026","Superior, AZ (USA)",50k,33.293945,-111.09623,ok,"Superior, Pinal County, Arizona, United States of America",,United States,us,7,Arizona,AZ,North America
Antelope Canyon Ultras,"Mar 6, 2026","Page, AZ (USA)",50k 70k 50mi,36.9148305,-111.457294,ok,"Page, Arizona, United States of America",Page,United States,us,5,Arizona,AZ,North America
Old Pueblo,"Mar 7, 2026","Sonoita, AZ (USA)",50mi,31.6795148,-110.6555303,ok,"Sonoita, Santa Cruz County, AZ 85637, United States of America",,United States,us,5,Arizona,AZ,North America
Mesquite Canyon,"Mar 14, 2026","Waddell, AZ (USA)",50k 50mi,33.5643025,-112.4447662,ok,"Waddell, Maricopa County, AZ 85355, United States of America",,United States,us,7,Arizona,AZ,North America
Labor of Love,"Mar 21, 2026","Las Vegas, NV (USA)",50k,36.171697,-115.1463536,ok,"Las Vegas, Nevada, United States of America",Las Vegas,United States,us,3,Nevada,NV,North America
Trail Trashed Ultra,"Mar 21, 2026","Las Vegas, NV (USA)",50k,36.171697,-115.1463536,ok,"Las Vegas, Nevada, United States of America",Las Vegas,United States,us,3,Nevada,NV,North America
Arizona Monster 300,"Mar 27, 2026","Superior, AZ (USA)",300mi,33.293945,-111.09623,ok,"Superior, Pinal County, Arizona, United States of America",,United States,us,7,Arizona,AZ,North America
Crown King Scramble,"Mar 28, 2026","Phoenix, AZ (USA)",50k,33.4484367,-112.074141,ok,"Phoenix, Arizona, United States of America",Phoenix,United States,us,1,Arizona,AZ,North America
Whiskey Basin Trail Runs,"Apr 18, 2026","Prescott, AZ (USA)",60k 91k,34.539984,-112.468812,ok,"Prescott, Arizona, United States of America",Prescott,United States,us,5,Arizona,AZ,North America
Cocodona,"May 4, 2026","Black Canyon City, AZ (USA)",38m 78m 100m 125m 250m,34.0708665,-112.150714,ok,"Black Canyon City, AZ 85324, United States of America",,United States,us,7,Arizona,AZ,North America
Bradshaw Beatdown 50k,"May 17, 2025 (Past Event)","Prescott, AZ (USA)",50k,34.539984,-112.468812,ok,"Prescott, Arizona, United States of America",Prescott,United States,us,5,Arizona,AZ,North America
Land of Entrapment Back Yard Ultra,"May 17, 2025 (Past Event)","San Ysidro, NM (USA)",Backyard,35.563576,-106.7707882,ok,"San Ysidro, Sandoval County, New Mexico, United States of America",,United States,us,7,New Mexico,NM,North America
Adrenaline Night Runs,"May 17, 2025 (Past Event)","Fountain Hills, AZ (USA)",50k,33.6117105,-111.717361,ok,"Fountain Hills, AZ 85268, United States of America",,United States,us,7,Arizona,AZ,North America
E.T. Full Moon Midnight,"May 10, 2025 (Past Event)","Rachel, NV (USA)",51k,37.6463655,-115.7464611,ok,"Rachel, Lincoln County, Nevada, United States of America",,United States,us,7,Nevada,NV,North America
Jemez Mountain,"May 10, 2025 (Past Event)","Los Alamos, NM (USA)",50k 50mi,35.88137,-106.298959,ok,"Los Alamos, New Mexico, United States of America",Los Alamos,United States,us,7,New Mexico,NM,North America
Pine Trail Run,"May 10, 2025 (Past Event)","Pine, AZ (USA)",50k,34.4014435,-111.5070623,ok,"Strawberry, Gila County, Arizona, United States of America",,United States,us,7,Arizona,AZ,North America
Glorieta 12 Hour Endurance Run/Ruck,"May 3, 2025 (Past Event)","Santa Fe, NM (USA)",12h,35.6876096,-105.938456,ok,"Santa Fe, New Mexico, United States of America",Santa Fe,United States,us,5,New Mexico,NM,North America
Cedro Peak,"Apr 26, 2025 (Past Event)","Tijeras, NM (USA)",50k,35.0796355,-106.3879441,ok,"Tijeras, Bernalillo County, NM 87509, United States of America",,United States,us,7,New Mexico,NM,North America
Hells Dells,"Apr 26, 2025 (Past Event)","Prescott, AZ (USA)",50k,34.539984,-112.468812,ok,"Prescott, Arizona, United States of America",Prescott,United States,us,5,Arizona,AZ,North America
Zane Grey,"Apr 26, 2025 (Past Event)","Payson, AZ (USA)",27mi 50mi,34.2406479,-111.323026,ok,"Payson, AZ 85072, United States of America",,United States,us,7,Arizona,AZ,North America
Sinister Night Runs,"Apr 26, 2025 (Past Event)","Queen Creek, AZ (USA)",54k,33.2483858,-111.634158,ok,"Queen Creek, Arizona, United States of America",,United States,us,6,Arizona,AZ,North America
Capitan Mountain 34 Hour,"Apr 19, 2025 (Past Event)","Capitan, NM (USA)",6h 12h 34h,33.5453808,-105.572087,ok,"Capitan, Lincoln County, NM 88316, United States of America",,United States,us,7,New Mexico,NM,North America
"Vortex Ultra Experience – The ""Vue""","Apr 19, 2025 (Past Event)","Sedona, AZ (USA)",34mi 50mi,34.8688613,-111.7614394,ok,"Sedona, AZ 86336, United States of America",,United States,us,7,Arizona,AZ,North America
Magdalena Madness,"Apr 5, 2025 (Past Event)","Magdalena, NM (USA)",6h 12h,34.1169903,-107.243372,ok,"Magdalena, Socorro County, NM 87825, United States of America",,United States,us,7,New Mexico,NM,North America
Mauna Mana HMR Club Run,"Mar 30, 2025 (Past Event)","Waimea, HI (USA)",40mi 50mi,20.020452,-155.66391,ok,"Waimea/Kamuela, Hawaiʻi County, Hawaii, United States of America",,United States,us,6,Hawaii,HI,Oceania
Cappy's Backyard Ultra,"Mar 29, 2025 (Past Event)","Panaca, NV (USA)",Backyard,37.79052,-114.389433,ok,"Panaca, NV 89042, United States of America",,United States,us,7,Nevada,NV,North America
"Bootlegger (Blood, Sweat & Beers)","Mar 29, 2025 (Past Event)","Boulder City, NV (USA)",50k,35.9776606,-114.8377351,ok,"Boulder City, NV 89044, United States of America",,United States,us,3,Nevada,NV,North America
Sierra Prieta 50K,"Mar 22, 2025 (Past Event)","Prescott, AZ (USA)",50k,34.539984,-112.468812,ok,"Prescott, Arizona, United States of America",Prescott,United States,us,5,Arizona,AZ,North America
Chili Pepper Series,"Mar 9, 2025 (Past Event)","Las Cruces, NM (USA)",50k,32.3140354,-106.779807,ok,"Las Cruces, New Mexico, United States of America",Las Cruces,United States,us,4,New Mexico,NM,North America
Flat Top Mesa Endurance Run,"Mar 1, 2025 (Past Event)","Mesquite, NV (USA)",50k 50mi 100k 100mi,36.8035642,-114.067141,ok,"Mesquite, Nevada, United States of America",,United States,us,6,Nevada,NV,North America
Sierra Vista Trail Runs,"Mar 1, 2025 (Past Event)","Las Cruces, NM (USA)",50k,32.3140354,-106.779807,ok,"Las Cruces, New Mexico, United States of America",Las Cruces,United States,us,4,New Mexico,NM,North America
Tortugas Mountain 24 Hour Challenge,"Nov 8, 2024 (Past Event)","Las Cruces, NM (USA)",24h,32.3140354,-106.779807,ok,"Las Cruces, New Mexico, United States of America",Las Cruces,United States,us,4,New Mexico,NM,North America
Peacock Challenge,"Nov 2, 2024 (Past Event)","Waialua, HI (USA)",27.5mi 55mi,21.0982739,-156.7590908,ok,"Waialua, Maui County, Hawaii, United States of America",,United States,us,7,Hawaii,HI,Oceania
Tantalus Triple Trek,"Sep 7, 2024 (Past Event)","Oahu, HI (USA)",30mi,21.4834364,-158.0364837,ok,"Honolulu County, Hawaii, United States of America",,United States,us,1,Hawaii,HI,Oceania
Time for Wine,"Aug 18, 2024 (Past Event)","Volcano, HI (USA)",50k 6h,19.4297676,-155.233984,ok,"Volcano, HI 96785, United States of America",,United States,us,5,Hawaii,HI,Oceania
Baldy Fat Ass Race,"Jul 27, 2024 (Past Event)","Santa Fe, NM (USA)",50k,35.6876096,-105.938456,ok,"Santa Fe, New Mexico, United States of America",Santa Fe,United States,us,5,New Mexico,NM,North America
Academy of Pain,"Apr 6, 2024 (Past Event)","Albuquerque, NM (USA)",12h,35.0841034,-106.650985,ok,"Albuquerque, New Mexico, United States of America",Albuquerque,United States,us,3,New Mexico,NM,North America
Onyx by Double Black (AZ),"Mar 29, 2024 (Past Event)","Fort McDowell, AZ (USA)",4h 8h,33.6367105,-111.6745826,ok,"Fort McDowell, Maricopa County, Arizona, United States of America",,United States,us,7,Arizona,AZ,North America
Shenanigains,"Mar 16, 2024 (Past Event)","Albuquerque, NM (USA)",10h,35.0841034,-106.650985,ok,"Albuquerque, New Mexico, United States of America",Albuquerque,United States,us,3,New Mexico,NM,North America
Winter Winery Run,"Feb 18, 2024 (Past Event)","Volcano, HI (USA)",50k,19.4297676,-155.233984,ok,"Volcano, HI 96785, United States of America",,United States,us,5,Hawaii,HI,Oceania
Paatuwaqatsi Run - Water is Life,"Sep 9, 2023 (Past Event)","Polacca, AZ (USA)",50k,35.8366716,-110.381519,ok,"Polacca, Navajo County, Arizona, United States of America",,United States,us,7,Arizona,AZ,North America
Aloha Series: Day 3,"Jan 21, 2023 (Past Event)","kapaa beach, HI (USA)",50k,22.074277,-159.3174666,ok,"Kapaa Beach Park, Kapaa, Hawaii, United States of America",,United States,us,9,Hawaii,HI,Oceania
Aloha Series: Day 1,"Jan 19, 2023 (Past Event)","Smith Family Gardens, Kauai, HI (USA)",50k,22.04942,-159.53099,ok,"Kauai County, Hawaii, United States of America",,United States of America,us,9,Hawaii,HI,Oceania
Selkirk Slacker 12hr Ultra Trail Run & Relay,"May 24, 2025","Golden, BC (CAN)",8h 12h,51.29995,-116.9689,ok,"Golden, British Columbia, Canada",,Canada,ca,7,British Columbia,BC,North America
Calgary Marathon,"May 25, 2025","Calgary, AB (CAN)",60k,51.05011,-114.08529,ok,"Calgary, Alberta, Canada",,Canada,ca,3,Alberta,AB,North America
Canada Goose Ultra,"May 31, 2025","Wascana Lake, SK (CAN)",6h 12h 24h,50.43337,-104.60055,ok,"Saskatchewan, Canada",,Canada,ca,9,Saskatchewan,SK,North America
Run Comfy Numb Trail Race,"May 31, 2025","Whistler, BC (CAN)",50k,50.1321737,-122.937097,ok,"Why Johnny Can't Read, Whistler, BC V0N, Canada",,Canada,ca,9,British Columbia,BC,North America
Sooke Hills 50k/25k,"May 31, 2025","Sooke, BC (CAN)",50k,48.37463,-123.72762,ok,"Sooke, British Columbia, Canada",,Canada,ca,6,British Columbia,BC,North America
Whitehorse Sunshine Shuffle Backyard Ultra,"May 31, 2025","Whitehorse, YT (CAN)",Backyard,60.71611,-135.05375,ok,"Whitehorse, Yukon, Canada",,Canada,ca,4,Yukon,YT,North America
Blackfoot Ultra,"May 31, 2025","Edmonton, AB (CAN)",50k 50mi 100k,53.55014,-113.46871,ok,"Edmonton, Alberta, Canada",,Canada,ca,4,Alberta,AB,North America
Run for Water Trail Races,"May 31, 2025","Abbotsford, BC (CAN)",50k,49.0495138,-122.2988877,ok,"West-Can AutoParts, 33406 South Fraser Way, Abbotsford, BC V2S, Canada",Abbotsford,Canada,ca,9,British Columbia,BC,North America
McLennan's Grit 12-Hour Ultra,"May 31, 2025","Summerland, BC (CAN)",12h,49.59977,-119.66911,ok,"Summerland, British Columbia, Canada",,Canada,ca,5,British Columbia,BC,North America
Klondike Ultra,"Jul 06, 2025","Edmonton, AB (CAN)",50k 100k,53.55014,-113.46871,ok,"Edmonton, Alberta, Canada",,Canada,ca,4,Alberta,AB,North America
North Sun Ultra,"June 14, 2025","Edmonton, AB (CAN)",50k,53.55014,-113.46871,ok,"Edmonton, Alberta, Canada",,Canada,ca,4,Alberta,AB,North America
Dirty Feet Backyard Buzzer! Backyard Ultra,"June 14, 2025","Kamloops, BC (CAN)",Backyard,50.6528167,-120.3687661,ok,"唐阁自助餐, 1835 Rogers Place, Kamloops, BC V1S 1R5, Canada",Kamloops,Canada,ca,9,British Columbia,BC,North America
Hidden Oasis Ultras,"June 14, 2025","Cypress Hills Interprovincial Park, AB (CAN)",50k,49.63336,-110.20157,ok,"Cypress Hills Interprovincial Park, Alberta, Canada",,Canada,ca,9,Alberta,AB,North America
Survivorfest,"June 14, 2025","Sherwood Park, AB (CAN)",6h 12h 24h,53.51684,-113.3187,ok,"Sherwood Park, Alberta, Canada",,Canada,ca,5,Alberta,AB,North America
Tenderfoot Boogie,"June 21, 2025","Squamish, BC (CAN)",50k,50.1321737,-122.937097,ok,"Why Johnny Can't Read, Whistler, BC V0N, Canada",,Canada,ca,9,British Columbia,BC,North America
Sasquatch Ultra - 24hr,"June 21, 2025","Agassiz, BC (CAN)",6h 12h 24h,49.23298,-121.76926,ok,"Agassiz, British Columbia, Canada",,Canada,ca,7,British Columbia,BC,North America
Slay the Dragon,"June 21, 2025","Vernon, BC (CAN)",50k,50.26729,-119.27337,ok,"Vernon, British Columbia, Canada",,Canada,ca,5,British Columbia,BC,North America
Top of The World Ultra,"June 28, 2025","Sun Peaks, BC (CAN)",50k,50.8762,-119.91075,ok,"Sun Peaks, British Columbia, Canada",,Canada,ca,7,British Columbia,BC,North America
Tackle the Toad Trail Race,"June 28, 2025","Nelson, BC (CAN)",50k,49.49985,-117.28553,ok,"Nelson, British Columbia, Canada",,Canada,ca,6,British Columbia,BC,North America
Grassroots Backyard Ultra,"June 28, 2025","Okotoks, AB (CAN)",Backyard,50.72885,-113.98281,ok,"Okotoks, Alberta, Canada",,Canada,ca,6,Alberta,AB,North America
Alpenglow 100,"Apr 07, 2025","Valemount, BC (CAN)",60k 100k,52.83329,-119.2525,ok,"Valemount, British Columbia, Canada",,Canada,ca,7,British Columbia,BC,North America
The Raven 50 Mile Ultra and Relay,"Jun 07, 2025","Whitehorse, YT (CAN)",50k 50mi,60.71611,-135.05375,ok,"Whitehorse, Yukon, Canada",,Canada,ca,4,Yukon,YT,North America
Devil's Ladder Ultra,"Dec 07, 2025","Cumberland, BC (CAN)",50k,49.61634,-125.03613,ok,"Cumberland, British Columbia, Canada",,Canada,ca,7,British Columbia,BC,North America
Kaslo Wild Ultra,"Dec 07, 2025","Kaslo, BC (CAN)",52k,49.91658,-116.91887,ok,"Kaslo, British Columbia, Canada",,Canada,ca,8,British Columbia,BC,North America
Sinister 7 Ultra,"Dec 07, 2025","Crowsnest Pass, AB (CAN)",50k 50mi 100mi,49.60422,-114.5214,ok,"Crowsnest Pass, Alberta, Canada",,Canada,ca,6,Alberta,AB,North America
Knee Knackering North Shore Trail Run,"Dec 07, 2025","North Vancouver, BC (CAN)",30mi,49.31636,-123.06934,ok,"North Vancouver, British Columbia, Canada",,Canada,ca,5,British Columbia,BC,North America
Canmore Revolver,"Jul 13, 2025","Canmore, AB (CAN)",5h,51.08335,-115.35206,ok,"Canmore, Alberta, Canada",,Canada,ca,6,Alberta,AB,North America
Broken Goat,"Jul 19, 2025","Rossland, BC (CAN)",50k,49.08313,-117.80224,ok,"Rossland, British Columbia, Canada",,Canada,ca,6,British Columbia,BC,North America
Brokenagan Backyard Ultra,"Jul 26, 2025","Vernon, BC (CAN)",Backyard,50.26729,-119.27337,ok,"Vernon, British Columbia, Canada",,Canada,ca,5,British Columbia,BC,North America
Buckin' Hell,"Jul 26, 2025","North Vancouver, BC (CAN)",50k,49.31636,-123.06934,ok,"North Vancouver, British Columbia, Canada",,Canada,ca,5,British Columbia,BC,North America
Canadian Death Race,"Feb 08, 2025","Grande Cache, AB (CAN)",118k,53.88335,-119.13585,ok,"Grande Cache, Alberta, Canada",,Canada,ca,6,Alberta,AB,North America
Fat Dog 120,"Aug 08, 2025","Manning Park, BC (CAN)",40mi 50mi 100k 120mi,49.06667,-120.78333,ok,"Manning Park, British Columbia, Canada",,Canada,ca,5,British Columbia,BC,North America
Iron Legs Mountain Races,"Aug 16, 2025","Station Flats, AB (CAN)",60k 50mi 100k,52.28333,-117.469,ok,"Alberta, Canada",,Canada,ca,1,Alberta,AB,North America
Dirty Feet Heartbreak,"Aug 16, 2025","Kamloops, BC (CAN)",50k 100k,50.6528167,-120.3687661,ok,"唐阁自助餐, 1835 Rogers Place, Kamloops, BC V1S 1R5, Canada",Kamloops,Canada,ca,9,British Columbia,BC,North America
Squamish 50,"Aug 16, 2025","Squamish, BC (CAN)",50k 50mi,50.1321737,-122.937097,ok,"Why Johnny Can't Read, Whistler, BC V0N, Canada",,Canada,ca,9,British Columbia,BC,North America
TranSelkirks - The Stoked Ultra,"Aug 23, 2025","Revelstoke, BC (CAN)",50k,50.98317,-118.2023,ok,"Revelstoke, British Columbia, Canada",,Canada,ca,6,British Columbia,BC,North America
Moose Mountain Trail Races,"Aug 23, 2025","Bragg Creek, AB (CAN)",50k,50.95129,-114.56028,ok,"Bragg Creek, Alberta, Canada",,Canada,ca,5,Alberta,AB,North America
Black Spur Ultra,"Aug 23, 2025","Kimberley, BC (CAN)",54k 108k,49.67071,-115.9776,ok,"Kimberley, British Columbia, Canada",,Canada,ca,6,British Columbia,BC,North America
Lost Soul Ultra,"May 09, 2025","Lethbridge, AB (CAN)",50k 100k 100mi,49.69999,-112.81856,ok,"Lethbridge, Alberta, Canada",,Canada,ca,6,Alberta,AB,North America
