Race Name,Date,Location,Distance,Latitude,Longitude,Formatted,Website
Pumpkin Holler Hunnerd,"Oct 18, 2025","Tahlequah, OK (USA)",50k 100k 100mi,35.91537,-94.969956,"Tahlequah, Oklahoma, United States of America"
The Endless Mile,"Oct 23, 2025","Alabaster, AL (USA)",6h 12h 24h 48h 72h,33.2442813,-86.8163773,"Alabaster, AL 35007, United States of America"
Hare Mountain 100,"Oct 24, 2025","Clarksville, AR (USA)",60k 50mi 100mi,35.4713108,-93.4664819,"Clarksville, AR 72830, United States of America"
Cactus Rose,"Oct 24, 2025","Bandera, TX (USA)",50mi 100mi,29.7643475,-99.234526,"Bandera County, Texas, United States of America"
No Business 100,"Oct 24, 2025","Pickett Archaeology Museum, KY (USA)",100mi,38.20042,-84.87762,"Kentucky, United States of America"
Last Man Standing,"Oct 25, 2025","Lumberton, TX (USA)",Backyard,30.2655322,-94.1991444,"Lumberton, Texas, United States of America"
Ozark Trail 100 Mile Endurance Run,"Oct 25, 2025","Steelville, MO (USA)",100mi,37.9680999,-91.354868,"Steelville, Missouri, United States of America"
SARR Rocky Horror Trail Run,"Oct 25, 2025","San Antonio, TX (USA)",50k,29.4246002,-98.4951405,"San Antonio, Texas, United States of America"
Mammoth Cave 50K/25K,"Oct 25, 2025","Mammoth Cave, KY (USA)",50k,37.1861597,-86.0999753,"Mammoth Cave, Mammoth Cave Rail-Trail, Edmonson County, KY, United States of America"
Lake Murray Endurance Run,"Oct 25, 2025","Ardmore, OK (USA)",50k 100k 100mi,34.1729273,-97.1309119,"Ardmore, Oklahoma, United States of America"
Firewater,"Oct 25, 2025","Greenback, TN (USA)",50k 100k,35.6611904,-84.1721357,"Greenback, Tennessee, United States of America"
Norris Dam Hard Trail Race,"Nov 1, 2025","Norris, TN (USA)",50k,36.1956343,-84.067974,"Norris, Anderson County, Tennessee, United States of America"
Camino De Los Muertos,"Nov 1, 2025","Lewisville, TX (USA)",50k 100k,33.046233,-96.994174,"Lewisville, Texas, United States of America"
Kettlebell Kountdown,"Nov 1, 2025","Pelham, AL (USA)",50k,33.285669,-86.8099884,"Pelham, AL 35124, United States of America"
Beast of Burden,"Nov 1, 2025","Fayetteville, AR (USA)",25h,36.0625843,-94.1574328,"Fayetteville, Arkansas, United States of America"
No Man's Land Trail Run,"Nov 1, 2025","Lake Charles, LA (USA)",50k,30.2305095,-93.2169807,"Lake Charles, Louisiana, United States of America"
Pinhoti,"Nov 1, 2025","Sylacauga, AL (USA)",100mi,33.170482,-86.2514099,"Sylacauga, Alabama, United States of America"
Natchez Trace Trail Run,"Nov 1, 2025","Franklin, TN (USA)",50mi,35.925206,-86.8689419,"Franklin, Tennessee, United States of America"
Barn Creek Backyard Ultra,"Nov 7, 2025","Jamestown, TN (USA)",Backyard,36.4275699,-84.9318919,"Jamestown, Fentress County, Tennessee, United States of America"
Mamba 100,"Nov 7, 2025","Memphis, TN (USA)",50k 100k 100mi,35.1460249,-90.0517638,"Memphis, Tennessee, United States of America"
Upchuck 50K,"Nov 8, 2025","Chattanooga, TN (USA)",50k,35.0457219,-85.3094883,"Chattanooga, Tennessee, United States of America"
Dogwood Canyon,"Nov 8, 2025","Springfield, MO (USA)",50k,37.2081729,-93.2922715,"Springfield, Missouri, United States of America"
Medusa 100,"Nov 8, 2025","San Antonio, TX (USA)",50k 100k 100mi,29.4246002,-98.4951405,"San Antonio, Texas, United States of America"
Shelli Huether Veterans Day Honor Run,"Nov 8, 2025","Brentwood, TN (USA)",8h,36.0325687,-86.7825235,"Brentwood, Tennessee, United States of America"
Thunderbird Trail Run,"Nov 8, 2025","Norman, OK (USA)",50k 100k,35.2225717,-97.4394816,"Norman, Oklahoma, United States of America"
Salmagundi Trail Race,"Nov 8, 2025","Dripping Springs, TX (USA)",52k,30.1902067,-98.0866781,"Dripping Springs, Texas, United States of America"
Barrier Island Ultra,"Nov 8, 2025","Port Aransas, TX (USA)",50k 50mi,27.8332175,-97.0618324,"Port Aransas, Texas, United States of America"
Screaming Monkey,"Nov 8, 2025","Keithville, LA (USA)",50k 50mi,32.3332128,-93.8362925,"Keithville, Caddo Parish, Louisiana, United States of America"
Rockledge Rumble,"Nov 8, 2025","Grapevine, TX (USA)",50k,32.9337381,-97.0788754,"Grapevine, Texas, United States of America"
Hill Country Trivium Road Race,"Nov 9, 2025","Marble Falls, TX (USA)",50k,30.5777511,-98.2756505,"Marble Falls, Texas, United States of America"
Creek Trail Crusher,"Nov 15, 2025","Paragould, AR (USA)",6h 12h 24h,36.0584021,-90.4973286,"Paragould, Arkansas, United States of America"
Jekyll & Hyde TrailFest,"Nov 15, 2025","Carthage, MS (USA)",12h,32.7326356,-89.5361825,"Carthage, Mississippi, United States of America"
Pére Malfait Trail Race,"Nov 15, 2025","Bastrop, LA (USA)",50k,32.7775015,-91.9126298,"Bastrop, Louisiana, United States of America"
Big Texas Ultra,"Nov 15, 2025","Georgetown, TX (USA)",50k 100k,30.6370152,-97.6775634,"Georgetown, TX 78626, United States of America"
Dizzy Fifties,"Nov 15, 2025","Huntsville, AL (USA)",50k,34.729847,-86.5859011,"Huntsville, Alabama, United States of America"
4 Fore 30 Infinity Backyard Ultra,"Nov 15, 2025","Camdenton, MO (USA)",Backyard,38.011448,-92.7448759,"Camdenton, Missouri, United States of America"
Mission Tejas Trail Run,"Nov 15, 2025","Grapeland, TX (USA)",50k,31.491845,-95.4785606,"Grapeland, Texas, United States of America"
Wild Hare,"Nov 15, 2025","Warda, TX (USA)",50k 50mi,30.0552201,-96.9138702,"Warda, Fayette County, TX 78960, United States of America"
RYR Endurance Race Weekend,"Nov 16, 2025","Owensboro, KY (USA)",50k,37.7742152,-87.1133304,"Owensboro, Kentucky, United States of America"
Summit Backyard Ultra,"Nov 22, 2025","Marble Falls, TX (USA)",Backyard,30.5777511,-98.2756505,"Marble Falls, Texas, United States of America"
Death by 5k Oak Mountain,"Nov 22, 2025","Pelham, AL (USA)",50k,33.285669,-86.8099884,"Pelham, AL 35124, United States of America"
Fall Creek 100,"Nov 22, 2025","Spencer, TN (USA)",50k 50mi 100k 100mi,35.7472893,-85.4666413,"Spencer, TN 38585, United States of America"
Dinosaur Valley Endurance Run,"Nov 22, 2025","Glen Rose, TX (USA)",50k 100k 100mi,32.2340767,-97.7550003,"Glen Rose, Somervell County, TX 76043, United States of America"
Colorado River Run,"Nov 28, 2025","Lago Vista, TX (USA)",50mi 100mi,30.4601975,-97.9883477,"Lago Vista, Texas, United States of America"
Sunset 6/12/24 Hour Endurance Run,"Nov 29, 2025","Benton, AR (USA)",6h 12h 24h,36.3456186,-94.2670404,"Benton County, Arkansas, United States of America"
The Tennessee Mile,"Dec 5, 2025","Franklin, TN (USA)",6h 8h 12h 24h 40h,35.925206,-86.8689419,"Franklin, Tennessee, United States of America"
Blood Rock 100 and 50 Endurance Mile Trail Race,"Dec 5, 2025","Pelham, AL (USA)",55k 50mi 101mi,33.285669,-86.8099884,"Pelham, AL 35124, United States of America"
Isle du Bois Trail Run,"Dec 6, 2025","Pilot Point, TX (USA)",55k,33.3959396,-96.9591054,"Pilot Point, TX 76258, United States of America"
Small Town Christmas 34Hr,"Dec 6, 2025","Valley, AL (USA)",34h,32.8187406,-85.1793852,"Valley, Chambers County, Alabama, United States of America"
Mosaic Trail Run,"Dec 6, 2025","Liberty Hill, TX (USA)",50k,30.6649119,-97.9225161,"Liberty Hill, Texas, United States of America"
Crooked Creek Ultra Trail Race,"Dec 6, 2025","Shepherdsville, KY (USA)",50mi 100mi,37.9885936,-85.7158246,"Shepherdsville, Kentucky, United States of America"
The Backland,"Dec 6, 2025","Gordonville, TX (USA)",Backyard,33.7956595,-96.8530583,"Gordonville, Grayson County, Texas, United States of America"
Last Chance Ultra,"Dec 6, 2025","Stockton, MO (USA)",50k 50mi 100mi,37.6989279,-93.796044,"Stockton, MO 65785, United States of America"
Loup Garou Trail Run,"Dec 6, 2025","Ville Platte, LA (USA)",40mi 60mi 100mi,30.6901838,-92.2774771,"Ville Platte, Evangeline Parish, Louisiana, United States of America"
Brazos Bend 100,"Dec 6, 2025","Needville, TX (USA)",100k 100mi,29.3974305,-95.8380978,"Needville, Texas, United States of America"
Spirit of Syllamo,"Dec 13, 2025","Fifty-Six, AR (USA)",35mi 100mi,35.9579034,-92.2201401,"Fifty-Six, Stone County, Arkansas, United States of America"
Bell Ringer 50K Trail Run,"Dec 13, 2025","Burns, TN (USA)",50k,36.0533943,-87.3125104,"Burns, Tennessee, United States of America"
Dallas 50K,"Dec 14, 2025","Dallas, TX (USA)",50k,32.7762719,-96.7968559,"Dallas, Texas, United States of America"
Texas Double,"Dec 21, 2025","Dallas, TX (USA)",50k,32.7762719,-96.7968559,"Dallas, Texas, United States of America"
Moccasin 24,"Dec 27, 2025","Memphis, TN (USA)",24h,35.1460249,-90.0517638,"Memphis, Tennessee, United States of America"
Run for the Ranch,"Dec 27, 2025","Springfield, MO (USA)",6h,37.2081729,-93.2922715,"Springfield, Missouri, United States of America"
Snowdrop Ultra,"Dec 30, 2025","Missouri City, TX (USA)",50k 100mi 55h,29.6185669,-95.5377215,"Missouri City, Texas, United States of America"
HTC Recover From the Holidays 50k,"Dec 31, 2025","Huntsville, AL (USA)",50k,34.729847,-86.5859011,"Huntsville, Alabama, United States of America"
Run Undead Ultra Trail Party,"Dec 31, 2025","Pelham, AL (USA)",50k 50mi 100k 100mi,33.285669,-86.8099884,"Pelham, AL 35124, United States of America"
Trails by Moonlight: Snow Moon,"Jan 1, 2026","Lago Vista, TX (USA)",Backyard,30.4601975,-97.9883477,"Lago Vista, Texas, United States of America"
Lake Travis New Year’s Trail Challenge,"Jan 1, 2026","Lago Vista, TX (USA)",50k Backyard,30.4601975,-97.9883477,"Lago Vista, Texas, United States of America"
The Great Scorpion Trail Run,"Jan 3, 2026","Meridian, MS (USA)",50k,32.3643098,-88.703656,"Meridian, Mississippi, United States of America"
Bandera,"Jan 10, 2026","Bandera, TX (USA)",50k 100k,29.7643475,-99.234526,"Bandera County, Texas, United States of America"
Cowboy YETI,"Jan 17, 2026","Bastrop, TX (USA)",60k 100k,30.0541116,-97.3887764,"Bastrop County, Texas, United States of America"
Snow Bull 6/12 Hour Endurance Runs,"Jan 17, 2026","Whitwell, TN (USA)",6h 12h,35.2014631,-85.5191323,"Whitwell, Marion County, TN 37397, United States of America"
MAD Backyard Ultra,"Jan 17, 2026","East Ridge, TN (USA)",Backyard,35.002726,-85.2459818,"East Ridge, Tennessee, United States of America"
The Shippey Endurance Runs,"Jan 17, 2026","High Ridge, MO (USA)",40mi 100k 100mi,38.4589432,-90.5365126,"High Ridge, High Ridge Township, MO 63049, United States of America"
Big Bend,"Jan 18, 2026","Big Bend Ranch State Park, TX (USA)",50k 50mi,29.53046,-104.15437,"Big Bend Ranch State Park, Presidio County, Texas, United States of America"
Bleak Midwinter Endurance Run,"Jan 24, 2026","Springfield, MO (USA)",6h 12h,37.2081729,-93.2922715,"Springfield, Missouri, United States of America"
Running the Rose,"Jan 24, 2026","Tyler, TX (USA)",54k 108k,32.3512601,-95.3010624,"Tyler, Texas, United States of America"
Franklin Mountains Trail Runs,"Jan 24, 2026","El Paso, TX (USA)",55k 50mi,31.7601164,-106.4870404,"El Paso, Texas, United States of America"
Rocky Raccoon,"Feb 7, 2026","Huntsville, TX (USA)",100k 100mi,30.7235263,-95.5507771,"Huntsville, Texas, United States of America"
North Texas Ultra,"Feb 7, 2026","Jacksboro, TX (USA)",50k 52mi 100k,33.2195301,-98.1642475,"Jacksboro, Jack County, TX 76458, United States of America"
Q50 Races Trail Extravaganza,"Feb 7, 2026","Franklinton, LA (USA)",30mi 40mi 50mi,30.8471283,-90.153141,"Franklinton, Washington Parish, Louisiana, United States of America"
Black Toe Run,"Feb 7, 2026","Watertown, TN (USA)",12h 24h 48h,36.1003358,-86.1319341,"Watertown, Tennessee, United States of America"
Gone Loco,"Feb 8, 2026","Athens, TN (USA)",33mi,35.4428864,-84.5930113,"Athens, Tennessee, United States of America"
Outlaw 100 Oklahoma,"Feb 14, 2026","Wilburton, OK (USA)",50mi 100mi 135mi,34.9187023,-95.3097807,"Wilburton, Oklahoma, United States of America"
Rocky 50,"Feb 14, 2026","Huntsville, TX (USA)",50k 50mi,30.7235263,-95.5507771,"Huntsville, Texas, United States of America"
Sylamore Trail,"Feb 14, 2026","Allison, AR (USA)",50k,35.9367399,-92.1173747,"Allison, Stone County, AR 72050, United States of America"
Flat Branch Ultra,"Feb 21, 2026","Columbia, MO (USA)",50k,38.951883,-92.3337366,"Columbia, Missouri, United States of America"
Lake Ouachita Vista Trail Runs LOVIT,"Feb 21, 2026","Mt Ida, AR (USA)",100k 100mi,34.5544099,-93.6327926,"Mount Ida, Montgomery County, Arkansas, United States of America"
Lake Vian Hilltop Run,"Feb 28, 2026","Vian, OK (USA)",50k 50mi 100k 100mi,35.4984281,-94.9696749,"Vian, Oklahoma, United States of America"
Mt Cheaha,"Feb 28, 2026","Delta, AL (USA)",50k,33.4401108,-85.690515,"Delta, Clay County, AL 36258, United States of America"
Cowtown Ultra,"Mar 1, 2026","Fort Worth, TX (USA)",50k,32.753177,-97.3327459,"Fort Worth, Texas, United States of America"
Queeny Backyard Ultra,"Mar 6, 2026","St. Louis, MO (USA)",Backyard,38.6280278,-90.1910154,"St. Louis, Missouri, United States of America"
Mississippi Trail 50,"Mar 6, 2026","Laurel, MS (USA)",50k 50mi 100mi,31.6940509,-89.1306124,"Laurel, MS 39440, United States of America"
Great Springs Trail Race - Austin,"Mar 7, 2026","Del Valle, TX (USA)",50k,30.21077,-97.65472,"Del Valle, Texas, United States of America"
Geaux Wild Ultra,"Mar 7, 2026","Doyline, LA (USA)",50k 50mi,32.5357073,-93.4110049,"Doyline, Webster Parish, Louisiana, United States of America"
Hard Times Trail Run,"Mar 7, 2026","Willard, MO (USA)",50k,37.305047,-93.4285272,"Willard, Missouri, United States of America"
McClellan Madness 4hr/8hr Run,"Mar 7, 2026","Anniston, AL (USA)",4h 8h,33.6624824,-85.8283224,"Anniston, Alabama, United States of America"
Prickly Pear,"Mar 7, 2026","San Antonio, TX (USA)",50k,29.4246002,-98.4951405,"San Antonio, Texas, United States of America"
Cross Timbers Trail Run,"Mar 7, 2026","Gordonville, TX (USA)",50k,33.7956595,-96.8530583,"Gordonville, Grayson County, Texas, United States of America"
Snake Run,"Mar 8, 2026","Tulsa, OK (USA)",6h,36.1563122,-95.9927516,"Tulsa, Oklahoma, United States of America"
Viper 300,"Mar 9, 2026","Memphis, TN (USA)",53k 100mi 200mi 300mi,35.1460249,-90.0517638,"Memphis, Tennessee, United States of America"
Warbird 100,"Mar 13, 2026","Hyden, KY (USA)",100mi,37.1609254,-83.3732373,"Hyden, Leslie County, Kentucky, United States of America"
The Pistol Ultra,"Mar 14, 2026","Alcoa, TN (USA)",50k 50mi 100k 100mi,35.7847143,-83.986599,"Alcoa, Blount County, TN 37701, United States of America"
Land between the Lakes,"Mar 14, 2026","Grand Rivers, KY (USA)",60k 50mi,37.0031109,-88.2344746,"Grand Rivers, Kentucky, United States of America"
3 Days of Syllamo,"Mar 20, 2026","Blanchard Springs, AR (USA)",50k 50mi,33.0265263,-92.6668221,"Blanchard Springs, Union County, Arkansas, United States of America"
Grasslands Trail Run,"Mar 21, 2026","Decatur, TX (USA)",50mi 100mi,33.2342834,-97.5861393,"Decatur, Texas, United States of America"
3 Chaparrals 3/6 Hour Endurance Trail Run,"Mar 28, 2026","Canyon, TX (USA)",6h,34.9799429,-101.919197,"Canyon, Texas, United States of America"
Oak Mountain,"Mar 28, 2026","Pelham, AL (USA)",50k,33.285669,-86.8099884,"Pelham, AL 35124, United States of America"
Hells Hills Trail Race,"Apr 4, 2026","Smithville, TX (USA)",50k 50mi,30.0056275,-97.1559077,"Smithville, Bastrop County, TX 78957, United States of America"
Saunders Springs Six Hour Shootout,"Apr 11, 2026","Radcliff, KY (USA)",6h,37.8403456,-85.9491298,"Radcliff, Kentucky, United States of America"
Chief Ladiga 100,"Apr 11, 2026","Jacksonville, AL (USA)",50mi 100mi,33.8137919,-85.7612872,"Jacksonville, AL 36265, United States of America"
TNT - Toughest N' Texas Trail Runs,"Apr 11, 2026","Waco, TX (USA)",50k,31.5491899,-97.1474628,"Waco, Texas, United States of America"
Locomotion 6/12/24 Hour,"Apr 25, 2026","East Ridge, TN (USA)",6h 12h 24h,35.002726,-85.2459818,"East Ridge, Tennessee, United States of America"
Pandora's Box of Rox,"Apr 25, 2026","Burnet, TX (USA)",52.4mi,30.7763939,-98.1700016,"Burnet County, Texas, United States of America"
Last Person Standing by Flint Creek Endurance,"May 2, 2026","Siloam Springs, AR (USA)",Backyard,36.1881365,-94.5404962,"Siloam Springs, AR 72761, United States of America"
Muddy Crudd's Ultra Trail Party,"May 9, 2026","Valley, AL (USA)",6h 12h,32.8187406,-85.1793852,"Valley, Chambers County, Alabama, United States of America"
FSR 100,"Oct 18, 2026","Copperhill, TN (USA)",100mi,34.9891567,-84.3700976,"Copperhill, Tennessee, United States of America"
East Texas Ultra,"May 17, 2025 (Past Event)","Pittsburg, TX (USA)",50k,32.9954021,-94.9657688,"Pittsburg, Texas, United States of America"
Possum's Revenge,"May 17, 2025 (Past Event)","Graford, TX (USA)",56k 52mi 69mi,32.9376218,-98.2469919,"Graford, Texas, United States of America"
Berryman 50 Mile Trail Race,"May 17, 2025 (Past Event)","Potosi, MO (USA)",50m,37.936438,-90.7879086,"Potosi, Washington County, MO 63664, United States of America"
Circle of The Dragon,"May 10, 2025 (Past Event)","Meridian, MS (USA)",12h,32.3643098,-88.703656,"Meridian, Mississippi, United States of America"
Bone Yard Trail Race,"May 10, 2025 (Past Event)","Brookhaven, MS (USA)",50k,31.5790667,-90.4407122,"Brookhaven, Lincoln County, Mississippi, United States of America"
Monkey Butt Mayhem,"May 10, 2025 (Past Event)","Gordonville, TX (USA)",6h,33.7956595,-96.8530583,"Gordonville, Grayson County, Texas, United States of America"
Flower Moon,"May 10, 2025 (Past Event)","Pawhuska, OK (USA)",50mi,36.6633403,-96.3401208,"Pawhuska, Oklahoma, United States of America"
Wildflower Trail Run,"May 10, 2025 (Past Event)","Bastrop, TX (USA)",50k,30.0541116,-97.3887764,"Bastrop County, Texas, United States of America"
Many Miles 4 Malakai 4x4x48 Challenge,"May 8, 2025 (Past Event)","Lexington, KY (USA)",48mi,38.0464066,-84.4970393,"Lexington, Kentucky, United States of America"
LOZ Traverse,"May 3, 2025 (Past Event)","Kaiser, MO (USA)",35mi,38.1336451,-92.5899056,"Kaiser, Miller County, MO 65056, United States of America"
Chupacabra 50,"May 3, 2025 (Past Event)","Quanah, TX (USA)",53k 50mi,34.2937246,-99.7423674,"Quanah, Hardeman County, TX 79252, United States of America"
Spider Mountain Trail Run,"May 3, 2025 (Past Event)","Burnet, TX (USA)",6h 9h 12h,30.7763939,-98.1700016,"Burnet County, Texas, United States of America"
Strolling Jim™,"May 3, 2025 (Past Event)","Wartrace, TN (USA)",40mi,35.527565,-86.3336445,"Wartrace, Tennessee, United States of America"
Coyote Trail Run,"May 3, 2025 (Past Event)","Cleburne, TX (USA)",50k 50mi,32.3474463,-97.3865494,"Cleburne, Texas, United States of America"
Run for Kids Challenge,"May 3, 2025 (Past Event)","Pelham, AL (USA)",12h,33.285669,-86.8099884,"Pelham, AL 35124, United States of America"
Frisco Railroad Run,"Apr 26, 2025 (Past Event)","Willard, MO (USA)",50k 50mi,37.305047,-93.4285272,"Willard, Missouri, United States of America"
